id	lon	lat	name	type	kind
1499271750	20.8867545	52.1952381	PKP Ursus 04	bus_stop	highway
1499400775	18.8394262	50.2543472	Halemba Nowy Świat	bus_stop	highway
1499411451	16.2759663	50.7708042	Plac Grunwaldzki (Wysockiego)	bus_stop	highway
1499488764	18.8410115	50.2441223	Halemba Kościół	bus_stop	highway
1499489306	18.8426198	50.2446015	Halemba Grodzka	bus_stop	highway
1499492730	18.848352	50.2499442	Halemba Wawrzynek	bus_stop	highway
1499492731	18.8487728	50.2501931	Halemba Wawrzynek	bus_stop	highway
1499493083	18.8516057	50.252967	Halemba 1 Maja	bus_stop	highway
1499493084	18.8532684	50.2541011	Halemba 1 Maja	bus_stop	highway
1499493408	18.8574407	50.2573856	Wirek Przejazd Kolejowy	bus_stop	highway
1499493417	18.8578561	50.2576163	Wirek Przejazd Kolejowy	bus_stop	highway
1499682464	16.2835797	50.7831961	Armii Krajowej - Dworzec Miasto	bus_stop	highway
1501644751	21.5478121	52.2897128		bus_stop	highway
1501645003	18.8611288	50.2640625	Wirek Ratusz	bus_stop	highway
1501645005	18.8618626	50.2660746	Wirek Ratusz	bus_stop	highway
1501836532	22.3305073	49.4688898		bus_stop	highway
1501836674	22.3354954	49.4660645		bus_stop	highway
1502014909	20.4178726	49.397595	Červený Kláštor, rešt.	bus_stop	highway
1502119051	21.1129191	52.1091671	Os.Konstancja 01	bus_stop	highway
1502700077	20.4093115	49.3952622	Sromowce Niżne	bus_stop	highway
1502700143	20.4117492	49.3941745	Červený Kláštor, číslo domu 32	bus_stop	highway
1502700144	20.4133685	49.3955112	Červený Kláštor, číslo domu 32	bus_stop	highway
1502756459	20.9920787	52.1711614	Centrum Targowe 01	bus_stop	highway
1502756483	20.9923093	52.1710857	Centrum Targowe 02	bus_stop	highway
1502756519	20.9964233	52.1697108	Bokserska 09	bus_stop	highway
1502756573	20.9965326	52.1698735	Bokserska 04	bus_stop	highway
1502786897	21.1022143	52.222116	Gocław 03	bus_stop	highway
1502786907	21.1021823	52.2220141	Gocław 02	bus_stop	highway
1502786913	21.0720636	52.2250127	Afrykańska 01	bus_stop	highway
1502812193	21.7305187	53.3844036		bus_stop	highway
1502812214	21.7230012	53.3909766		bus_stop	highway
1503106145	21.0128497	52.2431187	Pl. Piłsudskiego 06	bus_stop	highway
1503535310	20.4046725	49.3918712	Červený Kláštor, rázcestie Lechnica	bus_stop	highway
1503535311	20.4056935	49.3919335	Červený Kláštor, rázcestie Lechnica	bus_stop	highway
1503617812	19.9603454	50.0656168	Rondo Mogilskie	bus_stop	highway
1504364519	21.1831119	51.3705642	Idalin	bus_stop	highway
1504366219	15.0184505	53.3376942		bus_stop	highway
1504512941	20.4176618	49.39758	Červený Kláštor, rešt.	bus_stop	highway
1505129976	21.1814109	51.3748976	Przejazd / Idalińska	bus_stop	highway
1505129978	21.1843077	51.37252	Mazowiecka / Laskowa	bus_stop	highway
1505141180	21.2146154	51.3522077	Makowiec / Kościelna	bus_stop	highway
1505141181	21.2153532	51.3501252	Makowiec	bus_stop	highway
1505141187	21.1995252	51.3644618	Janiszpol	bus_stop	highway
1505141192	21.2081852	51.3573603	Makowiec / Armii Krajowej	bus_stop	highway
1505212338	19.1198244	51.851874	PKS	bus_stop	highway
1505212339	19.1171181	51.8643086	Kuciny	bus_stop	highway
1505764775	21.0567615	52.1821736	Św. Bonifacego 03	bus_stop	highway
1506000885	21.0018627	52.3135493	PKP Żerań 03	bus_stop	highway
1506579071	16.8997007	52.4021493	Palmiarnia	bus_stop	highway
1507283140	18.6113053	53.0244952	Kościuszki	bus_stop	highway
1507283148	18.6116347	53.024483	Kościuszki	bus_stop	highway
1508656550	23.1442687	53.1169621	(BKM 525) Wiejska/Pogodna	bus_stop	highway
1508656553	23.1398975	53.1310863	Stołeczna	bus_stop	highway
1508656564	23.1445374	53.1289116	Kalinowskiego	bus_stop	highway
1508656567	23.1457165	53.1253584	Młynowa	bus_stop	highway
1508656568	23.1439662	53.1277671	Grunwaldzka	bus_stop	highway
1508656572	23.1382155	53.1318098	Urząd Marszałkowski	bus_stop	highway
1509499830	20.8776454	52.081036	Łazy 02	bus_stop	highway
1510303979	20.9993241	52.2062785	Rakowiecka-Sanktuarium 02	bus_stop	highway
1511242154	20.9395794	52.171881	Szyszkowa 01	bus_stop	highway
1511242173	20.9269306	52.1953405	Łopuszańska 02	bus_stop	highway
1511938971	19.9301142	52.0986496	PKS,1,5	bus_stop	highway
1511938975	19.9298666	52.0987585	PKS,1,5	bus_stop	highway
1514144468	20.5400155	49.7008541		bus_stop	highway
1514144537	20.5449178	49.6963798		bus_stop	highway
1514144696	20.552546	49.6853304		bus_stop	highway
1514144765	20.5470523	49.6935004		bus_stop	highway
1514145390	20.5636288	49.6840181		bus_stop	highway
1514372853	16.5546063	50.5434209	Słupiec Skrzyżowanie	bus_stop	highway
1514372865	16.550037	50.5491915	Słupiec Biedronka	bus_stop	highway
1514372868	16.5530496	50.5449316	Słupiec Skrzyżowanie	bus_stop	highway
1514372870	16.5487878	50.5515384	Nowa Ruda, Słupiec ul. Waryńskiego	bus_stop	highway
1514385146	16.5191878	50.5783712	Nowa Ruda, ul. Niepodległości	bus_stop	highway
1514385182	16.5341625	50.565629	Nowa Ruda, Słupiec dolina	bus_stop	highway
1514385204	16.5192387	50.5784921	Nowa Ruda, ul. Niepodległości	bus_stop	highway
1514385209	16.5342832	50.5656614	Nowa Ruda, Słupiec dolina	bus_stop	highway
1514386883	16.7145934	50.8966819		bus_stop	highway
1514386886	16.7156861	50.8966615		bus_stop	highway
1516224054	20.9793827	52.24479	Esperanto 02	bus_stop	highway
1516248107	21.0323516	52.0949757	Agatowa 01	bus_stop	highway
1516248108	21.0315954	52.0955231	Agatowa 02	bus_stop	highway
1516248109	21.0497644	52.102214	Kameralna 01	bus_stop	highway
1516248110	21.041124	52.0967018	Komety 01	bus_stop	highway
1516248111	21.041808	52.0972464	Komety 02	bus_stop	highway
1516248112	21.0445894	52.0992984	Magnolii 01	bus_stop	highway
1516248113	21.0450317	52.0995434	Magnolii 02	bus_stop	highway
1516248114	21.0373283	52.0935256	Wilanowska 01	bus_stop	highway
1516493931	18.794684	51.9730647	PKS	bus_stop	highway
1517558185	21.0211729	52.0984764	Mysiadło 03	bus_stop	highway
1517558186	21.0277055	52.0980289	Rubinowa 02	bus_stop	highway
1517644997	18.6704968	50.2765155	Trynek Kilińskiego	bus_stop	highway
1517653643	18.6599081	50.2825415	Sikornik Zimorodka	bus_stop	highway
1517759475	20.5814453	54.3961709	Широкое	bus_stop	highway
1517759574	20.5811111	54.3963889	Широкое	bus_stop	highway
1517782239	19.062272	50.2733427	Dąbrówka Mała Zespół Szkół	bus_stop	highway
1517782245	19.0624223	50.2734069	Dąbrówka Mała Zespół Szkół	bus_stop	highway
1517939401	18.9866304	50.2620633	Załęże Bocheńskiego	bus_stop	highway
1517987458	18.9745444	50.2704418	Załęże Dom Kultury	bus_stop	highway
1518066493	18.9750703	50.276713	Osiedle Tysiąclecia Zawiszy Czarnego	bus_stop	highway
1518084929	18.9745825	50.2742199	Osiedle Tysiąclecia Mieszka I	bus_stop	highway
1518084941	18.9743946	50.2742886	Osiedle Tysiąclecia Mieszka I	bus_stop	highway
1518103107	18.9896269	50.2518222	Katowice Osiedle Kopalni Wujek	bus_stop	highway
1518141910	18.9159998	50.2922592	Świętochłowice Bytomska	bus_stop	highway
1519566256	18.9132366	50.2828413	Zgoda Skrzyżowanie	bus_stop	highway
1519566270	18.9125959	50.2834362	Zgoda Skrzyżowanie	bus_stop	highway
1519578299	18.9065654	50.2823989	Zgoda ZUT	bus_stop	highway
1519578307	18.9067786	50.2825021	Zgoda ZUT	bus_stop	highway
1519678981	18.9026114	50.2795149	Zgoda Zespół Szkół	bus_stop	highway
1519700418	18.8966853	50.2796727	Nowy Bytom Chorzowska	bus_stop	highway
1519700420	18.8979603	50.2796375	Nowy Bytom Chorzowska	bus_stop	highway
1519719486	18.8847647	50.2812429	Nowy Bytom Osiedle Otylia	bus_stop	highway
1519725278	18.8776642	50.2833595	Nowy Bytom Centrum	bus_stop	highway
1519818197	18.8835111	50.2849857	Nowy Bytom Pokoju	bus_stop	highway
1519894478	18.8736067	50.2832972	Nowy Bytom Centrum	bus_stop	highway
1519937810	18.8633358	50.2814522	Nowy Bytom Zakłady Odzieżowe	bus_stop	highway
1519937814	18.8639552	50.2815621	Nowy Bytom Zakłady Odzieżowe	bus_stop	highway
1519942902	15.5713525	54.1811614	Kniewskiego - dworzec	bus_stop	highway
1519942906	15.570631	54.1812203	Kniewskiego - dworzec	bus_stop	highway
1519942908	15.5709215	54.1811941	Kniewskiego - dworzec	bus_stop	highway
1519942909	15.5717979	54.1811255	Kniewskiego - dworzec	bus_stop	highway
1519942911	15.574137	54.1794832	Walki Młodych - Policja	bus_stop	highway
1519942925	15.5785972	54.1776662	Walki Młodych przy Giełdowej	bus_stop	highway
1519942927	15.5655385	54.1801817	Wojska Polskiego	bus_stop	highway
1519942930	15.5734252	54.1793825	Walki Młodych - Policja	bus_stop	highway
1519966567	15.5702929	54.1786187	Armii Krajowej - poczta	bus_stop	highway
1519966570	15.5706969	54.1786957	Armii Krajowej - poczta	bus_stop	highway
1519991146	15.5472814	54.1621732	Grzybowska przy Bydgoskiej	bus_stop	highway
1519991159	15.5457616	54.1555657	Kossaka	bus_stop	highway
1519991165	15.5701277	54.1679223	Trzebiatowska przy Artyleryjskiej	bus_stop	highway
1519991171	15.566668	54.1621836	6 Dyw. Piechoty - os. Europejskie	bus_stop	highway
1519991176	15.5493647	54.1610678	Starynowska I - piekarnia	bus_stop	highway
1519991182	15.5489098	54.1609286	Starynowska I - piekarnia	bus_stop	highway
1519991186	15.5374898	54.161324	Grzybowska - osiedle	bus_stop	highway
1519991191	15.543891	54.1617687	Grzybowska przy Warszawskiej	bus_stop	highway
1519991197	15.5599736	54.1577428	św. Wojciecha - cmentarz	bus_stop	highway
1519991215	15.5712185	54.170346	Trzebiatowska - rynek	bus_stop	highway
1519991218	15.5244865	54.1602133	Grzybowska - pętla	bus_stop	highway
1519991221	15.5451683	54.1554227	Kossaka	bus_stop	highway
1519991226	15.5709046	54.1706662	Trzebiatowska - rynek	bus_stop	highway
1519991246	15.5698309	54.1681939	Trzebiatowska przy Artyleryjskiej	bus_stop	highway
1519991248	15.5446406	54.1567991	Starynowska przy Grudziądzkiej	bus_stop	highway
1519991249	15.5455686	54.1574242	Starynowska przy Grudziądzkiej	bus_stop	highway
1519991251	15.5596465	54.1575693	św. Wojciecha - cmentarz	bus_stop	highway
1519991265	15.567125	54.1624121	6 Dyw. Piechoty - os. Europejskie	bus_stop	highway
1519991270	15.5528391	54.1563366	św. Wojciecha - kościół	bus_stop	highway
1519991271	15.5517713	54.1563326	św. Wojciecha - kościół	bus_stop	highway
1519999186	15.5590819	54.1450305	Zieleniewo - pętla	bus_stop	highway
1519999192	15.5616867	54.1512616	6 Dyw. Piechoty - os. Sienkiewicza	bus_stop	highway
1519999197	15.5597338	54.1469648	Zieleniewo - osiedle	bus_stop	highway
1519999203	15.5648414	54.1558777	6 Dyw. Piechoty - Zieleń Miejska	bus_stop	highway
1519999226	15.5937838	54.1261165	Rościęcino - pętla	bus_stop	highway
1519999230	15.5596934	54.1451876	Zieleniewo - pętla	bus_stop	highway
1519999233	15.5899832	54.1269715	Rościęcino	bus_stop	highway
1519999240	15.594052	54.1261386	Rościęcino - pętla	bus_stop	highway
1519999278	15.5600849	54.1475968	Zieleniewo - osiedle	bus_stop	highway
1519999297	15.5673283	54.1285463	Fabryka Domów	bus_stop	highway
1519999300	15.5588668	54.1363225	Zieleniewo - fermy	bus_stop	highway
1519999335	15.589901	54.1268653	Rościęcino	bus_stop	highway
1520154817	20.9846821	52.3083225	Płochocińska 04	bus_stop	highway
1520154857	20.9827444	52.3087887	Płochocińska 02	bus_stop	highway
1520825026	18.5994183	53.0098315		bus_stop	highway
1521397221	15.5694009	54.1768108	Frankowskiego	bus_stop	highway
1521397227	15.5401324	54.1527212	Starynowska - pętla	bus_stop	highway
1521397258	15.543273	54.1552511	Starynowska przy Kossaka	bus_stop	highway
1521397260	15.5552971	54.1646206	Mazowiecka przy Słonecznej	bus_stop	highway
1521397265	15.5419317	54.1543747	Starynowska przy Różyckiego	bus_stop	highway
1521397284	15.5650029	54.1708212	Mazowiecka I	bus_stop	highway
1521397289	15.5644881	54.1702944	Mazowiecka I	bus_stop	highway
1521423576	21.9080442	50.8762985		bus_stop	highway
1521423596	21.8808993	50.8890117		bus_stop	highway
1521434076	15.5836545	54.1762273	Kupiecka	bus_stop	highway
1521434080	15.5798942	54.1784419	Unii Lubelskiej przy Granicznej	bus_stop	highway
1521434085	15.5754354	54.1811495	Unii Lubelskiej - kładka	bus_stop	highway
1521434103	15.5830945	54.176288	Kupiecka	bus_stop	highway
1521434109	15.5782551	54.1744967	Kamienna	bus_stop	highway
1521434117	15.5797948	54.1786639	Unii Lubelskiej przy Granicznej	bus_stop	highway
1521434126	15.5752859	54.1810198	Unii Lubelskiej - kładka	bus_stop	highway
1521434140	15.579052	54.1749098	Kamienna	bus_stop	highway
1522982384	20.942695	52.3485851	Dąbrówka Wiślana 04	bus_stop	highway
1522982392	20.9423681	52.3485788	Dąbrówka Wiślana 01	bus_stop	highway
1523341969	15.5730312	54.1744417	Rzeczna	bus_stop	highway
1523341974	15.5159513	54.1433995	Korzystno - pętla	bus_stop	highway
1523341978	15.5700009	54.1754686	Szpitalna	bus_stop	highway
1523341984	15.571702	54.1722717	Młyńska	bus_stop	highway
1523341995	15.5720736	54.1721736	Młyńska	bus_stop	highway
1523642115	18.9008529	50.2540736	Kochłowice Kościół	bus_stop	highway
1523642125	18.9124945	50.2547571	Kochłowice Osiedle	bus_stop	highway
1523642131	18.9013955	50.2528638	Kochłowice Rynek	bus_stop	highway
1524848125	15.5519388	54.1715021	Sienkiewicza I	bus_stop	highway
1524848144	15.5518233	54.1710922	Sienkiewicza I	bus_stop	highway
1524848160	15.5483485	54.1667921	Sienkiewicza II	bus_stop	highway
1524848185	15.5481959	54.1661453	Sienkiewicza II	bus_stop	highway
1524865007	15.6444954	54.1877904	Podczele - ośrodek	bus_stop	highway
1524865008	15.645232	54.1880527	Podczele - ośrodek	bus_stop	highway
1524865013	15.6653994	54.1897275	Podczele - Kresowa II	bus_stop	highway
1524865034	15.6327579	54.1811498	Kądzielno	bus_stop	highway
1524865037	15.6167742	54.1780287	Koszalińska - Borowina	bus_stop	highway
1524865039	15.6331389	54.1817857	Kądzielno	bus_stop	highway
1524865047	15.6157469	54.1780963	Koszalińska - Borowina	bus_stop	highway
1524878595	15.5923907	54.1791408	Chodkiewicza przy Bema	bus_stop	highway
1524878605	15.5951993	54.1806398	Chodkiewicza - osiedle	bus_stop	highway
1524878608	15.593232	54.1802193	Chodkiewicza przy Bema	bus_stop	highway
1524878612	15.5975926	54.1814284	Chodkiewicza - osiedle	bus_stop	highway
1524920169	21.7912778	50.7380973		bus_stop	highway
1524931436	18.8948793	50.263956	Bykowina Poloczka	bus_stop	highway
1524931441	18.9000521	50.2637129	Bykowina Tesco	bus_stop	highway
1524931457	18.9680699	50.2254236	Ligota Panewnicka	bus_stop	highway
1524931473	18.9550897	50.2343868	Kokociniec Ogrodowa	bus_stop	highway
1525923950	18.9073868	50.2710584	Kochłowice Kopalnia Nowy Wirek	bus_stop	highway
1525923962	18.9090919	50.2721182	Kochłowice Kopalnia Nowy Wirek	bus_stop	highway
1525923966	18.9015537	50.2603921	Kochłowice Krzyż	bus_stop	highway
1525923970	18.9015217	50.2608927	Kochłowice Krzyż	bus_stop	highway
1525923974	18.9112971	50.2544234	Kochłowice Osiedle	bus_stop	highway
1525923979	18.9006916	50.2527494	Kochłowice Rynek	bus_stop	highway
1525923987	18.9039072	50.2646324	Kochłowice Tunkla	bus_stop	highway
1525923990	18.9039103	50.2654994	Kochłowice Tunkla	bus_stop	highway
1525924000	18.9096362	50.2758844	Zgoda Droga Kochłowicka	bus_stop	highway
1525924001	18.9096872	50.2762199	Zgoda Droga Kochłowicka	bus_stop	highway
1526395542	15.5090933	54.1640297	Grzybowo - Nadmorska przy Wiejskiej	bus_stop	highway
1526395546	15.4920642	54.159012	Grzybowo przy Szkolnej	bus_stop	highway
1526395549	15.5022612	54.1635519	Grzybowo - Nadmorska przy Zielonej	bus_stop	highway
1526395556	15.4935073	54.1627993	Grzybowo - Nadmorska przy Sztormowej	bus_stop	highway
1526395561	15.4804656	54.1533936	Grzybowo - Borkowska	bus_stop	highway
1526395567	15.5023724	54.1634832	Grzybowo - Nadmorska przy Zielonej	bus_stop	highway
1526395572	15.4821878	54.1584831	Grzybowo - klin	bus_stop	highway
1526395581	15.493249	54.1628421	Grzybowo - Nadmorska przy Sztormowej	bus_stop	highway
1526395584	15.4841951	54.1588007	Grzybowo - klin	bus_stop	highway
1526395586	15.5090789	54.1641452	Grzybowo - Nadmorska przy Wiejskiej	bus_stop	highway
1526395590	15.4800916	54.1508176	Grzybowo - pętla	bus_stop	highway
1526395598	15.4805195	54.1531345	Grzybowo - Borkowska	bus_stop	highway
1526395599	15.4912636	54.1591673	Grzybowo przy Szkolnej	bus_stop	highway
1526422001	15.5108821	54.16123	Grzybowo - Kołobrzeska przy Wiejskiej	bus_stop	highway
1526422006	15.5162329	54.1617275	Grzybowo - Kołobrzeska I	bus_stop	highway
1526422011	15.5099818	54.1609566	Grzybowo - Kołobrzeska przy Wiejskiej	bus_stop	highway
1526434643	22.3269795	49.4271096		bus_stop	highway
1526441273	15.5692876	54.1815803	Źródlana - dworzec	bus_stop	highway
1528079745	19.0705235	50.3336394	Czeladź Wojkowicka Pętla	bus_stop	highway
1528627598	18.996524	50.2449995	Brynów W. Pola	bus_stop	highway
1528627604	19.0046473	50.2513217	Katowice AWF	bus_stop	highway
1529203794	19.0179928	50.2640396	Katowice Sokolska	bus_stop	highway
1529997676	19.8897441	52.1024648	PKS Pilaszków	bus_stop	highway
1530209632	19.6428606	52.0404876	PKS Psary	bus_stop	highway
1530209633	19.6233956	52.0394734	PKS Waliszew	bus_stop	highway
1530209635	19.5936976	52.0521725	PKS	bus_stop	highway
1530209636	19.6264507	52.0572338	PKS	bus_stop	highway
1530209672	19.6360916	52.0362996		bus_stop	highway
1531251705	19.3375497	50.8102175	Zawady	bus_stop	highway
1531251708	19.3504973	50.8082371		bus_stop	highway
1531251711	19.3677422	50.8104763		bus_stop	highway
1531251713	19.3820223	50.811909		bus_stop	highway
1531251714	19.3820092	50.8120209		bus_stop	highway
1531251715	19.3923337	50.8121059		bus_stop	highway
1531251717	19.3925567	50.812224		bus_stop	highway
1531251722	19.325059	50.8129373		bus_stop	highway
1531251730	19.322341	50.8141164		bus_stop	highway
1531251737	19.4061527	50.8156067		bus_stop	highway
1531251738	19.4061264	50.81568		bus_stop	highway
1531251749	19.4292326	50.8203081		bus_stop	highway
1531251754	19.5258101	50.8241192		bus_stop	highway
1531251757	19.4696376	50.8247472		bus_stop	highway
1531251770	19.4566347	50.8263606		bus_stop	highway
1531251778	19.498977	50.8274647		bus_stop	highway
1531251787	19.2883568	50.8327972		bus_stop	highway
1531251820	19.1957124	50.8362388		bus_stop	highway
1531251858	19.2799492	50.8370535		bus_stop	highway
1531251869	19.2185114	50.8376559		bus_stop	highway
1531251908	19.2297869	50.8390853		bus_stop	highway
1531251912	19.2304842	50.839263		bus_stop	highway
1531267279	19.527354	50.8016327		bus_stop	highway
1531440877	19.8047871	52.0068346		bus_stop	highway
1531441568	19.8214855	52.020162		bus_stop	highway
1531952340	16.7916987	50.4402154	Laski skrzyżowanie	bus_stop	highway
1531952375	16.7985453	50.4528289		bus_stop	highway
1532465020	18.9931782	50.2273323	Brynów Kościuszki	bus_stop	highway
1532465021	18.9948877	50.2262167	Brynów Pętla	bus_stop	highway
1532494785	18.9037324	50.2473362	Kochłowice Cegielnia	bus_stop	highway
1532505598	18.9556531	50.2348676	Kokociniec Ogrodowa	bus_stop	highway
1532538309	18.9599423	50.2279105	Ligota Medyków	bus_stop	highway
1533756282	17.0194418	52.3598352	Oliwkowa	bus_stop	highway
1534145565	19.6866624	52.1147413	PKS	bus_stop	highway
1534154744	18.9918265	50.226684	Brynów Kościuszki	bus_stop	highway
1534217852	18.9036084	50.2438292	Kochłowice Grzybowa	bus_stop	highway
1534233808	18.9766228	50.2260736	Ligota Dworzec PKP	bus_stop	highway
1534233809	18.97853	50.2272223	Ligota Kolejowa	bus_stop	highway
1534233810	18.9796107	50.2277232	Ligota Kłodnicka	bus_stop	highway
1534233811	18.969914	50.2256907	Ligota Panewnicka	bus_stop	highway
1534789184	21.0571315	52.3240823	Skarbka z Gór 03	bus_stop	highway
1534955931	20.8994579	52.1843005	Starodęby 01	bus_stop	highway
1534955941	20.8970754	52.184025	Starodęby 02	bus_stop	highway
1534955969	20.9037408	52.1854809	Żywiecka 01	bus_stop	highway
1534955971	20.9038871	52.185767	Żywiecka 02	bus_stop	highway
1535758377	19.161855	51.8547898	Prawęcice	bus_stop	highway
1535758380	19.1417932	51.8590679	PKS	bus_stop	highway
1536514268	16.9923718	52.4481904	Koziegłowy/Pływalnia	bus_stop	highway
1536514270	16.9921342	52.4494225	Koziegłowy/Pływalnia	bus_stop	highway
1536638679	16.9919698	52.4534081	Koziegłowy/Os. Leśne	bus_stop	highway
1536854643	19.1195623	50.8173075	Aleja Jana Pawła II	bus_stop	highway
1536854652	19.1177717	50.8215083	Politechnika	bus_stop	highway
1536854683	19.1178722	50.8221044	Politechnika	bus_stop	highway
1537329982	19.4315374	51.7369086	Obywatelska - Nowe Sady	bus_stop	highway
1537329984	19.4275577	51.7371238	Obywatelska - Laskowicka	bus_stop	highway
1537329987	19.4259855	51.7375943	Obywatelska - Elektronowa	bus_stop	highway
1537329990	19.4252631	51.7381598	Elektronowa - Obywatelska	bus_stop	highway
1537329994	19.4265458	51.7415398	Elektronowa - Zakłady Mięsne	bus_stop	highway
1537330003	19.4343561	51.7415082	Nowe Sady - Elektronowa	bus_stop	highway
1537330005	19.4332359	51.7418244	Elektronowa - Nowe Sady	bus_stop	highway
1537330006	19.4272458	51.74245	Elektronowa - Nowe Sady	bus_stop	highway
1537330008	19.422935	51.7430112	Nowe Sady - Waltera-Janke	bus_stop	highway
1537330011	19.4235884	51.7432001	Nowe Sady - Waltera-Janke	bus_stop	highway
1537330013	19.4267464	51.7431474	Nowe Sady - Elektronowa	bus_stop	highway
1537330014	19.4264647	51.743252	Nowe Sady - Elektronowa	bus_stop	highway
1537330015	19.4274168	51.7439035	Elektronowa - Nowe Sady	bus_stop	highway
1537330016	19.4306841	51.7462838	Nowe Sady	bus_stop	highway
1537330017	19.4135033	51.7388336	Pienista - Rusałki	bus_stop	highway
1537330024	19.4138774	51.7391846	Pienista - Rusałki	bus_stop	highway
1537330027	19.4185171	51.7407448	Obywatelska	bus_stop	highway
1537338090	19.4211557	51.7443326	Waltera-Janke - wiadukt	bus_stop	highway
1537338091	19.3979937	51.7468367	Armii Krajowej - Napierskiego	bus_stop	highway
1537338098	19.3974419	51.7470813	Armii Krajowej - Wyszyńskiego	bus_stop	highway
1537338104	19.4178524	51.7470479	Wyszyńskiego - Waltera-Janke	bus_stop	highway
1537338110	19.407148	51.7477811	Wyszyńskiego - Retkińska	bus_stop	highway
1537338140	19.3855556	51.7363974	Maratońska - Popiełuszki	bus_stop	highway
1537338147	19.384051	51.7399137	Popiełuszki - Wyszyńskiego	bus_stop	highway
1537338152	19.3828135	51.7416975	Popiełuszki - Wyszyńskiego(pętla)	bus_stop	highway
1537338157	19.3841295	51.7402559	Popiełuszki - Wyszyńskiego	bus_stop	highway
1537342995	19.3973334	51.7387105	Maratońska - przejazd PKP	bus_stop	highway
1537343000	19.3981099	51.738799	Maratońska - przejazd PKP	bus_stop	highway
1537343002	19.39034	51.7368123	Maratońska - Maratońska 91	bus_stop	highway
1537343005	19.3912415	51.7368148	Maratońska - Maratońska 91	bus_stop	highway
1537828560	18.8733275	50.2712163	Wirek Odrodzenia	bus_stop	highway
1537828562	18.8724937	50.2713599	Wirek Odrodzenia	bus_stop	highway
1537867372	19.4913201	51.7187105	Kurczaki - Socjalna	bus_stop	highway
1537868509	19.4968835	51.7195524	Kurczaki - Szumna	bus_stop	highway
1537872901	19.4837559	51.7046619	Rzgowska - szpital	bus_stop	highway
1537875914	19.4790022	51.6990089	Rzgowska - Zagłoby	bus_stop	highway
1537880282	19.47001	51.6785577	Stara Gadka - cmentarz	bus_stop	highway
1537880284	19.4699589	51.67821	Stara Gadka - cmentarz	bus_stop	highway
1537880288	19.4766238	51.6907514	Starowa Góra - Starowa Góra - Centralna	bus_stop	highway
1537880289	19.4740181	51.6757374	Rudzka - Nasienna	bus_stop	highway
1537888803	19.4644976	51.7260516	Karpacka	bus_stop	highway
1537888804	19.4622835	51.7270416	Paderewskiego - Karpacka	bus_stop	highway
1537889426	19.4569548	51.7295991	Paderewskiego - Ciołkowskiego	bus_stop	highway
1537892308	19.4487506	51.7281896	Pabianicka - Jana Pawła II	bus_stop	highway
1537894096	19.4424886	51.7372693	Jana Pawła II - Obywatelska	bus_stop	highway
1537895137	19.4405933	51.7455595	Jana Pawła II - Wróblewskiego	bus_stop	highway
1537899017	19.4379012	51.7494197	Jana Pawła II - Łaska	bus_stop	highway
1537961201	19.4800565	51.77808	Uniwersytecka - Rondo Solidarności	bus_stop	highway
1537968430	19.4850529	51.7879767	Palki - Smutna	bus_stop	highway
1537968431	19.4837932	51.7872135	Palki - Smutna	bus_stop	highway
1537968432	19.4832165	51.7814526	Palki - Telefoniczna	bus_stop	highway
1537968959	19.4876599	51.7972525	Strykowska - Inflancka	bus_stop	highway
1537969274	19.4885831	51.8012114	Wycieczkowa - Strykowska	bus_stop	highway
1537969276	19.4885285	51.8021932	Wycieczkowa - Strykowska	bus_stop	highway
1537970302	19.4871314	51.8065877	Wycieczkowa - Wypoczynkowa	bus_stop	highway
1537970303	19.4872624	51.8061935	Wycieczkowa - Wypoczynkowa	bus_stop	highway
1537971453	19.4873349	51.8101123	Wycieczkowa 33	bus_stop	highway
1537971454	19.487193	51.8099162	Wycieczkowa 10	bus_stop	highway
1537972119	19.4870303	51.8139045	Wycieczkowa - Warszawska	bus_stop	highway
1537972120	19.4873541	51.8132864	Wycieczkowa - Kryształowa	bus_stop	highway
1537973226	19.4866187	51.8173022	Wycieczkowa - Rogowska	bus_stop	highway
1537973229	19.4864823	51.817635	Wycieczkowa - Kasztelańska	bus_stop	highway
1537973992	19.4872249	51.8217854	Wycieczkowa - Wiewiórcza	bus_stop	highway
1537974000	19.4873804	51.8219595	Wycieczkowa - Wiewiórcza	bus_stop	highway
1537975929	19.4880353	51.8252764	Wycieczkowa - Radiostacja	bus_stop	highway
1537975931	19.4832859	51.8353166	Wycieczkowa - sanatorium	bus_stop	highway
1537975932	19.4837258	51.8349851	Wycieczkowa - sanatorium	bus_stop	highway
1537975933	19.4878905	51.8255184	Wycieczkowa - Radiostacja	bus_stop	highway
1537977654	19.4751143	51.8468561	Okólna - Łagiewniki	bus_stop	highway
1537977663	19.4748244	51.846943	Okólna - Łagiewniki	bus_stop	highway
1537979915	19.4688518	51.8467474	Okólna - Łagiewnicka	bus_stop	highway
1537979921	19.466308	51.8470533	Okólna - Łagiewnicka	bus_stop	highway
1537980889	19.459728	51.8481033	Okólna 208	bus_stop	highway
1537980890	19.4590709	51.8483336	Okólna 189	bus_stop	highway
1537981807	19.4510797	51.8493828	Okólna 244	bus_stop	highway
1537981809	19.4503617	51.8496525	Okólna 60	bus_stop	highway
1537984865	19.4415253	51.8509949	Długa/Łagiewnicka	bus_stop	highway
1537984867	19.4424278	51.8507526	Długa/Łagiewnicka	bus_stop	highway
